success type,attribution_method,SearchMatchType,SearchCategory,RecordType,CampaignMap,ActivitySubType,CampaignMapSearch,Site,CampaignType,Channel,contribution
testd00, attributed,  ,  , Impression, Kuga Sustain, ,  , SevenOne Media GmbH, Brand, Previous Site Activity, 30.686313769
build0, attributed,  ,  , Impression, UNKNOWN, ,  , Autobild.de, UNKNOWN, Previous Site Activity, 45.8616213872
build004, attributed,  ,  , Impression, Fleet Allrad, ,  , IQ Digital Network, Retail, Previous Site Activity, 4.5335517669
build0, last_event,  ,  , Display Click, Fleet Allrad, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 8.0
testd00, last_event,  ,  , Impression, Kuga Sustain, ,  , united internet media, Brand, Previous Site Activity, 3.0
euepr528, attributed,  ,  , Impression, Retail Marz, ,  , Mobile.de, Retail, Previous Site Activity, 0.333333333333
build0, attributed,  ,  , Display Click, Kuga Sustain, ,  , Media Impact DE, Brand, Previous Site Activity, 610.605884743
testd00, attributed, UNKNOWN, UNKNOWN, Search Click,  , , UNKNOWN, DART Search : MSN,  , Previous Site Activity, 81.8696711469
build004, last_event, Exact, Name Plate, Search Click,  , , Focus, DART Search : Google,  , Previous Site Activity, 83.0
build0, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , OMS DE, Retail, Previous Site Activity, 15.0
build004, last_event,  ,  , Display Click, Kuga Sustain, ,  , Interactive Media, Brand, Previous Site Activity, 7.0
build0, attributed,  ,  , Impression, Fleet February, ,  , IQ Digital Network, Retail, Previous Site Activity, 764.440963682
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , united internet media, Brand, Previous Site Activity, 291.0
build0, last_event,  ,  , Display Click, Retail Marz, ,  , Light Reaction, Retail, Previous Site Activity, 3591.0
build0, last_event,  ,  , Impression, UNKNOWN, ,  , xaxis.com/de, UNKNOWN, Previous Site Activity, 62.0
build004, last_event, Exact, Name Plate, Search Click,  , , Fiesta Retail, DART Search : Google,  , Previous Site Activity, 44.0
build004, attributed, Broad, Commerce, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 6.5000129993
build004, last_event,  ,  , Display Click, Smax, ,  , Mobile.de, Brand, Previous Site Activity, 2.0
build004, attributed,  ,  , Display Click, Kuga Sustain, ,  , Quisma, Brand, Previous Site Activity, 2.92579907193
testd00, attributed,  ,  , Display Click, Kuga Sustain, ,  , united internet media, Brand, Previous Site Activity, 0.625
build0, attributed, UNKNOWN, UNKNOWN, Search Click,  , , UNKNOWN, DART Search : MSN,  , Previous Site Activity, 9673.08549136
build0, last_event,  ,  , Display Click, Smax, ,  , XaxisDE, Brand, Previous Site Activity, 1890.0
build0, attributed,  ,  , Display Click, Retail February, ,  , Mobile.de, Retail, Previous Site Activity, 16.3809738012
build004, attributed,  ,  , Impression, Smax, ,  , yahoo.co.uk, Brand, Previous Site Activity, 12.6415948781
build004, attributed,  ,  , Impression, Retail February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 18.6256252326
testd00, attributed,  ,  , Impression, Retail February, ,  , OMS DE, Retail, Previous Site Activity, 4.16196645272
build0, attributed, Exact, Generic, Search Click,  , , Limousine, DART Search : Google,  , Previous Site Activity, 2.50002129224
build0, last_event, Broad, Generic, Search Click,  , , Limousine, DART Search : Google,  , Previous Site Activity, 4.0
build0, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , aumago.com, Retail, Previous Site Activity, 296.698346153
build004, last_event,  ,  , Impression, Retail Marz, ,  , XaxisDE, Retail, Previous Site Activity, 3.0
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , Mobile.de, Brand, Previous Site Activity, 1822.0
testd00, attributed,  ,  , Display Click, Kuga Sustain, ,  , Mobile.de, Brand, Previous Site Activity, 7.52521830813
build0, attributed,  ,  , Display Click, Retail Sales, ,  , Plista, Retail, Previous Site Activity, 3048.72220116
testd00, last_event,  ,  , Impression, Fleet February, ,  , Quarter Media, Retail, Previous Site Activity, 2.0
testd00, last_event,  ,  , Impression, Kuga Sustain, ,  , Media Impact DE, Brand, Previous Site Activity, 28.0
testd00, last_event, Exact, Generic, Search Click,  , , Wagen, DART Search : Google,  , Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, Retail February, ,  , SevenOne Media, Retail, Previous Site Activity, 3706.42293818
build0, attributed,  ,  , Impression, Motocraft 2016, ,  , Autoscout24.de, Retail, Previous Site Activity, 908.16852223
build0, last_event,  ,  , Impression, Retail Marz, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 1462.0
testd00, attributed, Exact, Brand, Search Click,  , , Generisch, DART Search : Google,  , Previous Site Activity, 70.1043487354
build0, last_event,  ,  , Display Click, Kuga Sustain, ,  , SevenOne Media GmbH, Brand, Previous Site Activity, 453.0
testd00, last_event, Broad, Brand, Search Click,  , , Generisch, DART Search : Google,  , Previous Site Activity, 27.0
testd00, attributed,  ,  , Display Click, Retail Marz, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 1.34144356418
build0, attributed,  ,  , Display Click, Kuga Sustain, ,  , undertone.co.uk, Brand, Previous Site Activity, 1.0
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , Bauer Media, Brand, Previous Site Activity, 1013.0
testd00, attributed,  ,  , Impression, Retail January, ,  , XaxisDE, Retail, Previous Site Activity, 52.7531209718
build0, last_event, Exact, Generic, Search Click,  , , Wagen, DART Search : Google,  , Previous Site Activity, 36.0
testd00, last_event, Exact, Commerce, Search Click,  , , Other Campaign, DART Search : Google,  , Previous Site Activity, 1.0
testd00, attributed,  ,  , Display Click, Kuga Sustain, ,  , Bauer Media, Brand, Previous Site Activity, 3.97009122084
testd00, last_event,  ,  , Impression, Retail February, ,  , Mobile.de, Retail, Previous Site Activity, 10.0
build0, last_event,  ,  , Impression, Smax, ,  , G+J Electric Media Sales GmbH, Brand, Previous Site Activity, 41.0
build0, last_event,  ,  , Display Click, Motocraft 2016, ,  , Mobile.de, Retail, Previous Site Activity, 3.0
build004, last_event,  ,  , Display Click, Retail January, ,  , auto-service.de, Retail, Previous Site Activity, 1.0
build004, attributed, Broad, Brand, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 1.0
euepr528, attributed, Exact, Name Plate, Search Click,  , , Mustang, DART Search : Google,  , Previous Site Activity, 1.5
build0, attributed, Exact, Name Plate, Search Click,  , , Ka, DART Search : Google,  , Previous Site Activity, 1988.2912551
build0, attributed,  ,  , Display Click, Retail Marz, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 56.9972593212
testd00, attributed,  ,  , Impression, Fleet February, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 3.60099753628
testd00, last_event,  ,  , Impression, Formel 1 2016, ,  , IP Deutschland, Brand, Previous Site Activity, 2.0
testd00, last_event, Exact, Name Plate, Search Click,  , , Kuga Sustain, DART Search : Google,  , Previous Site Activity, 119.0
build004, attributed,  ,  , Impression, Fleet Allrad, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 3.20001323698
build0, attributed,  ,  , Impression, UNKNOWN, ,  , Xaxis Mobile TV, UNKNOWN, Previous Site Activity, 1.36705228469
build004, attributed,  ,  , Impression, Fleet Allrad, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 7.99270097488
testd00, attributed,  ,  , Impression, Fleet February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 3.62017006225
build004, attributed,  ,  , Display Click, Retail January, ,  , OMS DE, Retail, Previous Site Activity, 0.333333333333
build0, attributed, Exact, Commercial Vehicles, Search Click,  , , Transporter, DART Search : Google,  , Previous Site Activity, 9.78177248048e-06
build0, attributed,  ,  , Display Click, Smax, ,  , Light Reaction, Brand, Previous Site Activity, 2612.60191375
build0, last_event, Exact, Generic, Search Click,  , , 7Sitzer, DART Search : Google,  , Previous Site Activity, 152.0
build0, last_event,  ,  , Impression, UNKNOWN, ,  , AutoScout24 Media, UNKNOWN, Previous Site Activity, 64.0
build0, last_event,  ,  , Display Click, Retail February, ,  , OMS DE, Retail, Previous Site Activity, 11.0
testd00, last_event,  ,  , Display Click, Retail January, ,  , Autoscout24.de, Retail, Previous Site Activity, 1.0
testd00, last_event,  ,  , Impression, Retail February, ,  , Bauer Media, Retail, Previous Site Activity, 22.0
build0, attributed,  ,  , Impression, Fleet February, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 503.925694427
build0, last_event,  ,  , Display Click, Retail Sales, ,  , Mobile.de, Retail, Previous Site Activity, 1611.0
testd00, attributed, Exact, Name Plate, Search Click,  , , Bmax, DART Search : Google,  , Previous Site Activity, 56.6273442417
build004, attributed, Exact, Brand, Search Click,  , , Handler, DART Search : Google,  , Previous Site Activity, 1.00000388211
build004, attributed, Exact, Name Plate, Search Click,  , , C-Max Launch, DART Search : Google,  , Previous Site Activity, 19.8335264093
build004, attributed,  ,  , Impression, Smax, ,  , XaxisDE, Brand, Previous Site Activity, 177.668257112
build0, last_event,  ,  , Display Click, Retail January, ,  , Autoscout24.de, Retail, Previous Site Activity, 127.0
testd00, attributed,  ,  , Impression, Smax, ,  , IQ Digital Network, Brand, Previous Site Activity, 8.97639984825
build004, last_event, Broad, Name Plate, Search Click,  , , C-Max Launch, DART Search : Google,  , Previous Site Activity, 14.0
testd00, attributed, Exact, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 2.33346958695
testd00, last_event, Broad, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 1.0
build004, attributed, Broad, Commerce, Search Click,  , , Other Campaign, DART Search : Google,  , Previous Site Activity, 2.5
build004, last_event, Broad, Generic, Search Click,  , , Familien, DART Search : Google,  , Previous Site Activity, 1.0
build0, last_event, Broad, Name Plate, Search Click,  , , Bmax, DART Search : Google,  , Previous Site Activity, 972.0
build0, attributed, Exact, Name Plate, Search Click,  , , Bmax, DART Search : Google,  , Previous Site Activity, 3312.81811386
build0, last_event,  ,  , Impression, Retail January, ,  , autozeitung.de, Retail, Previous Site Activity, 2470.0
build004, attributed, Broad, Name Plate, Search Click,  , , Kuga Sustain, DART Search : Google,  , Previous Site Activity, 10.7500251519
testd00, last_event,  ,  , Display Click, Fleet February, ,  , IQ Digital Network, Retail, Previous Site Activity, 1.0
testd00, attributed,  ,  , Display Click, Retail January, ,  , autozeitung.de, Retail, Previous Site Activity, 0.93030052484
build0, attributed, Phrase, Name Plate, Search Click,  , , Fiesta Retail, DART Search : Google,  , Previous Site Activity, 269.37708553
build0, last_event, Exact, Name Plate, Search Click,  , , Ecosport Sustain, DART Search : Google,  , Previous Site Activity, 7797.0
build0, last_event,  ,  , Impression, Retail January, ,  , Autobild.de, Retail, Previous Site Activity, 1561.0
build0, attributed,  ,  , Display Click, Smax, ,  , Xaxis Mobile TV, Brand, Previous Site Activity, 200.319702253
testd00, attributed,  ,  , Display Click, Retail January, ,  , Autobild.de, Retail, Previous Site Activity, 1.33333333333
build004, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , Mobile.de, Retail, Previous Site Activity, 1.0
build004, attributed,  ,  , Impression, Kuga Sustain, ,  , OMS DE, Brand, Previous Site Activity, 3.0227355067
build0, last_event,  ,  , Display Click, Fleet February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 13.0
euepr528, attributed,  ,  , Impression, UNKNOWN, ,  , Mobile.de, UNKNOWN, Previous Site Activity, 0.333333333333
build004, attributed,  ,  , Impression, Kuga Sustain, ,  , SevenOne Media GmbH, Brand, Previous Site Activity, 6.52710670801
testd00, attributed, Exact, Generic, Search Click,  , , SUV, DART Search : Google,  , Previous Site Activity, 1.00000494985
testd00, last_event,  ,  , Display Click, Ecosport Social, ,  , Quisma, Brand, Previous Site Activity, 1.0
testd00, attributed, Broad, Generic, Search Click,  , , Combis, DART Search : Google,  , Previous Site Activity, 1.0
testd00, last_event, Broad, Generic, Search Click,  , , SUV, DART Search : Google,  , Previous Site Activity, 1.0
build0, attributed,  ,  , Display Click, Retail January, ,  , Autobild.de, Retail, Previous Site Activity, 46.5683243502
build0, last_event,  ,  , Display Click, Smax, ,  , Interactive Media, Brand, Previous Site Activity, 2892.0
build0, attributed, Exact, FCSD, Search Click,  , , Motocraft, DART Search : Google,  , Previous Site Activity, 87.2637450498
build0, last_event, Broad, FCSD, Search Click,  , , Motocraft, DART Search : Google,  , Previous Site Activity, 288.0
build0, attributed, Broad, Generic, Search Click,  , , Combis, DART Search : Google,  , Previous Site Activity, 5.83336241329
build0, attributed,  ,  , Display Click, Smax, ,  , Quisma, Brand, Previous Site Activity, 27.9999874912
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , iq digital media marketing gmbh, UNKNOWN, Previous Site Activity, 6.00001379032
testd00, last_event,  ,  , Display Click, Retail February, ,  , SevenOne Media, Retail, Previous Site Activity, 1.0
testd00, attributed,  ,  , Impression, Retail Sales, ,  , XaxisDE, Retail, Previous Site Activity, 6.73593155339
testd00, last_event, Broad, Commercial Vehicles, Search Click,  , , Courier, DART Search : Google,  , Previous Site Activity, 2.0
build004, attributed,  ,  , Impression, Retail February, ,  , OMS DE, Retail, Previous Site Activity, 1.25000451423
build0, attributed,  ,  , Impression, UNKNOWN, ,  , ebay.de, UNKNOWN, Previous Site Activity, 1.01682146323
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , autoplenum.de, UNKNOWN, Previous Site Activity, 1.80952380952
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , mirando.de, UNKNOWN, Previous Site Activity, 0.698412698413
build0, attributed,  ,  , Impression, Mondeo Vignale 2016, ,  , Interactive Media, Brand, Previous Site Activity, 0.331375748393
build004, attributed,  ,  , Impression, Retail Sales, ,  , Mobile.de, Retail, Previous Site Activity, 37.3353633687
build0, last_event,  ,  , Display Click, Motocraft 2016, ,  , Autoscout24.de, Retail, Previous Site Activity, 6.0
build0, attributed,  ,  , Display Click, Gewerbewochen Marz, ,  , Adshare, Retail, Previous Site Activity, 25.6969286015
testd00, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , G+J Electric Media Sales GmbH, Retail, Previous Site Activity, 1.44325811851
build004, last_event, Exact, Generic, Search Click,  , , Klein, DART Search : Google,  , Previous Site Activity, 1.0
build0, attributed,  ,  , Display Click, Retail January, ,  , Light Reaction, Retail, Previous Site Activity, 2225.72222176
build0, attributed,  ,  , Impression, Retail Sales, ,  , XaxisDE, Retail, Previous Site Activity, 1415.975021
build0, attributed,  ,  , Display Click, Gewerbewochen Marz, ,  , AutoScout24 Media, Retail, Previous Site Activity, 20.8985847447
build004, last_event,  ,  , Impression, Kuga Sustain, ,  , Media Impact DE, Brand, Previous Site Activity, 15.0
build004, last_event,  ,  , Impression, Fleet February, ,  , Quarter Media, Retail, Previous Site Activity, 4.0
build004, attributed,  ,  , Display Click, Kuga Sustain, ,  , Mobile.de, Brand, Previous Site Activity, 0.75
build0, attributed, Broad, Generic, Search Click,  , , Offroader, DART Search : Google,  , Previous Site Activity, 1.0
build0, attributed,  ,  , Display Click, Kuga Sustain, ,  , XaxisDE, Brand, Previous Site Activity, 522.403054255
build0, last_event,  ,  , Impression, Retail Marz, ,  , OMS DE, Retail, Previous Site Activity, 280.0
build004, attributed, Exact, Brand, Search Click,  , , Generisch, DART Search : Google,  , Previous Site Activity, 77.3616301114
build004, last_event, Broad, Brand, Search Click,  , , Generisch, DART Search : Google,  , Previous Site Activity, 13.0
testd00, attributed,  ,  , Display Click, Retail Marz, ,  , OMS DE, Retail, Previous Site Activity, 0.611111111111
build0, last_event,  ,  , Display Click, UNKNOWN, ,  , Xaxis Mobile TV, UNKNOWN, Previous Site Activity, 1.0
build0, last_event,  ,  , Impression, Retail Marz, ,  , SevenOne Media GmbH, Retail, Previous Site Activity, 1503.0
testd00, attributed,  ,  , Impression, Kuga Sustain, ,  , plista.de, Brand, Previous Site Activity, 9.22080332323
testd00, attributed,  ,  , Impression, Retail January, ,  , IQ Digital Network, Retail, Previous Site Activity, 21.2479351268
build004, attributed,  ,  , Impression, Retail January, ,  , XaxisDE, Retail, Previous Site Activity, 25.6923268645
testd00, attributed,  ,  , Display Click, Retail Marz, ,  , SevenOne Media GmbH, Retail, Previous Site Activity, 0.7
build004, last_event, Exact, Commerce, Search Click,  , , Other Campaign, DART Search : Google,  , Previous Site Activity, 5.0
build004, last_event,  ,  , Impression, Retail February, ,  , Mobile.de, Retail, Previous Site Activity, 6.0
testd00, last_event, Broad, Commerce, Search Click,  , , Ford Rental, DART Search : Google,  , Previous Site Activity, 1.0
testd00, attributed,  ,  , Impression, Retail Marz, ,  , Bauer Media, Retail, Previous Site Activity, 11.7949573977
build004, last_event, Exact, Name Plate, Search Click,  , , Kuga Sustain, DART Search : Google,  , Previous Site Activity, 62.0
build0, last_event,  ,  , Impression, Retail February, ,  , XaxisDE, Retail, Previous Site Activity, 692.0
build004, attributed,  ,  , Impression, Fleet February, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 2.70834675477
testd00, attributed,  ,  , Impression, Kuga Sustain, ,  , G+J Electric Media Sales GmbH, Brand, Previous Site Activity, 3.02032890095
build004, attributed,  ,  , Impression, Fleet February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 4.90897163898
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , Business Advertising GmbH, UNKNOWN, Previous Site Activity, 1.95
testd00, attributed,  ,  , Display Click, Retail February, ,  , XaxisDE, Retail, Previous Site Activity, 0.277815589612
build0, attributed,  ,  , Impression, Retail January, ,  , IQ Digital Network, Retail, Previous Site Activity, 2192.32167936
build004, attributed,  ,  , Impression, Smax, ,  , Interactive Media, Brand, Previous Site Activity, 45.6958771407
build0, last_event,  ,  , Impression, Retail January, ,  , auto-motor-und-sport.de, Retail, Previous Site Activity, 1645.0
build004, attributed, Broad, Name Plate, Search Click,  , , Ecosport Sustain, DART Search : Google,  , Previous Site Activity, 8.16668129709
build004, last_event,  ,  , Impression, Retail February, ,  , Bauer Media, Retail, Previous Site Activity, 22.0
testd00, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , AutoScout24 Media, Retail, Previous Site Activity, 32.0
build004, last_event,  ,  , Display Click, Retail January, ,  , Autoscout24.de, Retail, Previous Site Activity, 1.0
testd00, attributed,  ,  , Display Click, Retail January, ,  , auto-motor-und-sport.de, Retail, Previous Site Activity, 0.5
testd00, attributed,  ,  , Impression, Retail January, ,  , autoplenum.de, Retail, Previous Site Activity, 39.7226752008
build0, attributed,  ,  , Impression, Kuga Sustain, ,  , G+J Electric Media Sales GmbH, Brand, Previous Site Activity, 95.8018471395
build0, attributed,  ,  , Display Click, Retail February, ,  , XaxisDE, Retail, Previous Site Activity, 33.2977201691
testd00, last_event,  ,  , Impression, Kuga Sustain, ,  , XaxisDE, Brand, Previous Site Activity, 32.0
build0, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , G+J Electric Media Sales GmbH, Retail, Previous Site Activity, 14.0
testd00, attributed,  ,  , Impression, UNKNOWN, ,  , Xaxis Display, UNKNOWN, Previous Site Activity, 5.86533133023e-06
testd00, attributed, Exact, Name Plate, Search Click,  , , Ranger, DART Search : Google,  , Previous Site Activity, 65.0622448986
build0, attributed, Exact, Brand, Search Click,  , , Kategorien, DART Search : Google,  , Previous Site Activity, 2206.43658426
build0, last_event, Broad, Brand, Search Click,  , , Kategorien, DART Search : Google,  , Previous Site Activity, 366.0
build0, last_event,  ,  , Display Click, Smax, ,  , Axel Springer Media Impact, Brand, Previous Site Activity, 197.0
build0, attributed,  ,  , Display Click, Retail January, ,  , auto-motor-und-sport.de, Retail, Previous Site Activity, 24.7158784083
testd00, last_event, Broad, Name Plate, Search Click,  , , Ranger, DART Search : Google,  , Previous Site Activity, 42.0
build004, attributed,  ,  , Impression, Smax, ,  , IQ Digital Network, Brand, Previous Site Activity, 2.55140236607
build004, attributed, Exact, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 9.00000633743
testd00, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , blogformgroup.com, Retail, Previous Site Activity, 0.974350868836
build004, last_event, Broad, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 1.0
build0, last_event,  ,  , Display Click, Fleet February, ,  , EMC, Retail, Previous Site Activity, 2.0
build0, attributed,  ,  , Impression, Retail January, ,  , motor-talk.de, Retail, Previous Site Activity, 4737.33156491
build0, attributed,  ,  , Impression, Retail January, ,  , autoplenum.de, Retail, Previous Site Activity, 3380.80465285
build0, attributed,  ,  , Display Click, Motocraft 2016, ,  , Light Reaction, Retail, Previous Site Activity, 30.2037701653
build0, last_event,  ,  , Display Click, Retail Marz, ,  , Mobile.de, Retail, Previous Site Activity, 42.0
testd00, attributed, Broad, Commercial Vehicles, Search Click,  , , Transit, DART Search : Google,  , Previous Site Activity, 2.50571449592
build004, attributed,  ,  , Display Click, Retail January, ,  , autozeitung.de, Retail, Previous Site Activity, 1.3375003846
build0, attributed,  ,  , Display Click, Pendolaris, ,  , pendolaris.de, Brand, Previous Site Activity, 0.047619047619
build0, attributed,  ,  , Display Click, Retail February, ,  , AutoScout24 Media, Retail, Previous Site Activity, 26.112429116
build0, last_event, Broad, Generic, Search Click,  , , Kompakt, DART Search : Google,  , Previous Site Activity, 17.0
testd00, attributed, Exact, Name Plate, Search Click,  , , Mustang, DART Search : Google,  , Previous Site Activity, 128.834249612
testd00, last_event,  ,  , Impression, Kuga Sustain, ,  , AutoScout24 Media, Brand, Previous Site Activity, 11.0
build0, attributed, Exact, Generic, Search Click,  , , Kompakt, DART Search : Google,  , Previous Site Activity, 12.5189290455
testd00, last_event, Broad, Name Plate, Search Click,  , , Mustang, DART Search : Google,  , Previous Site Activity, 38.0
testd00, last_event, Exact, Commerce, Search Click,  , , Ford Credit, DART Search : Google,  , Previous Site Activity, 8.0
testd00, last_event, Exact, Generic, Search Click,  , , Offroader, DART Search : Google,  , Previous Site Activity, 1.0
build0, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , IQ Digital Network, Retail, Previous Site Activity, 157.0
build0, attributed,  ,  , Impression, UNKNOWN, ,  , Mobile.de, UNKNOWN, Previous Site Activity, 94.5086842174
build0, last_event,  ,  , Display Click, Retail Marz, ,  , Bauer Media, Retail, Previous Site Activity, 94.0
testd00, attributed,  ,  , Impression, UNKNOWN, ,  , Media Impact DE, UNKNOWN, Previous Site Activity, 1.84555685994
build004, last_event, Broad, Name Plate, Search Click,  , , Ka, DART Search : Google,  , Previous Site Activity, 1.0
build0, attributed,  ,  , Display Click, Retail Sales, ,  , Light Reaction, Retail, Previous Site Activity, 3087.92902111
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , AutoScout24 Media, Brand, Previous Site Activity, 1039.0
testd00, attributed,  ,  , Display Click, Kuga Sustain, ,  , AutoScout24 Media, Brand, Previous Site Activity, 1.94724369121
testd00, last_event, Broad, Name Plate, Search Click,  , , Galaxy Launch, DART Search : Google,  , Previous Site Activity, 18.0
testd00, last_event, Broad, Name Plate, Search Click,  , , Smax, DART Search : Google,  , Previous Site Activity, 21.0
testd00, last_event,  ,  , Display Click, Retail Sales, ,  , XaxisDE, Retail, Previous Site Activity, 3.0
build004, last_event, Broad, Generic, Search Click,  , , Auto, DART Search : Google,  , Previous Site Activity, 1.0
build004, last_event, Broad, Generic, Search Click,  , , Neue, DART Search : Google,  , Previous Site Activity, 2.0
build0, attributed, Broad, Brand, Search Click,  , , Alone, DART Search : Google,  , Previous Site Activity, 4279.01187073
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , Interactive Media, Brand, Previous Site Activity, 1757.0
build0, attributed,  ,  , Display Click, Smax, ,  , united internet media, Brand, Previous Site Activity, 331.949389517
testd00, attributed, Exact, Name Plate, Search Click,  , , Focus, DART Search : Google,  , Previous Site Activity, 78.2130993986
build0, attributed,  ,  , Impression, UNKNOWN, ,  , Media Impact DE, UNKNOWN, Previous Site Activity, 395.282042897
build0, last_event,  ,  , Display Click, AllLine Carsharing, ,  , Light Reaction, Retail, Previous Site Activity, 43.0
testd00, attributed,  ,  , Display Click, Kuga Sustain, ,  , Interactive Media, Brand, Previous Site Activity, 13.5104461299
testd00, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , Light Reaction, Retail, Previous Site Activity, 6.0
build0, attributed,  ,  , Display Click, Gewerbewochen Marz, ,  , IQ Digital Network, Retail, Previous Site Activity, 1.72175375375
build004, last_event,  ,  , Display Click, Retail February, ,  , SevenOne Media, Retail, Previous Site Activity, 1.0
build0, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , mirando.de, Retail, Previous Site Activity, 521.0
build0, attributed,  ,  , Impression, Fleet February, ,  , aumago.com, Retail, Previous Site Activity, 615.717666949
build0, attributed, Broad, Name Plate, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 285.32081954
testd00, last_event, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, 519.0
testd00, last_event,  ,  , Impression, Retail February, ,  , AutoScout24 Media, Retail, Previous Site Activity, 38.0
testd00, attributed, Exact, Name Plate, Search Click,  , , Fiesta Retail, DART Search : Google,  , Previous Site Activity, 35.2025254432
build0, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , blogformgroup.com, Retail, Previous Site Activity, 34.0
build0, last_event,  ,  , Impression, UNKNOWN, ,  , EMC, UNKNOWN, Previous Site Activity, 5.0
testd00, last_event, Broad, Brand, Search Click,  , , Ford Technology, DART Search : Google,  , Previous Site Activity, 1.0
build0, last_event, Broad, Name Plate, Search Click,  , , Focus, DART Search : Google,  , Previous Site Activity, 3033.0
build0, attributed,  ,  , Display Click, Smax, ,  , undertone.co.uk, Brand, Previous Site Activity, 121.59824465
build0, attributed, Exact, Name Plate, Search Click,  , , Focus, DART Search : Google,  , Previous Site Activity, 10821.0460078
testd00, attributed,  ,  , Impression, Smax, ,  , Plista, Brand, Previous Site Activity, 33.1675515131
build004, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , G+J Electric Media Sales GmbH, Retail, Previous Site Activity, 0.458333333333
build0, attributed, Exact, Name Plate, Search Click,  , , Fiesta Retail, DART Search : Google,  , Previous Site Activity, 8571.37979434
build0, last_event, Broad, Name Plate, Search Click,  , , Fiesta Retail, DART Search : Google,  , Previous Site Activity, 3119.0
build0, attributed,  ,  , Display Click, Smax, ,  , Mobile.de, Brand, Previous Site Activity, 118.134741176
build004, attributed,  ,  , Impression, Smax, ,  , Axel Springer Media Impact, Brand, Previous Site Activity, 21.4680924251
testd00, attributed,  ,  , Impression, Retail Marz, ,  , XaxisDE, Retail, Previous Site Activity, 7.12974790236
build0, attributed,  ,  , Display Click, Gewerbewochen Marz, ,  , mirando.de, Retail, Previous Site Activity, 8.34392422464
build0, attributed, Exact, Generic, Search Click,  , , Mini, DART Search : Google,  , Previous Site Activity, 3.5
build004, last_event,  ,  , Display Click, Retail January, ,  , XaxisDE, Retail, Previous Site Activity, 1.0
build0, last_event,  ,  , Display Click, Smax, ,  , Esome, Brand, Previous Site Activity, 3889.0
build004, attributed,  ,  , Impression, Retail Marz, ,  , Mobile.de, Retail, Previous Site Activity, 2.77482933498
testd00, attributed,  ,  , Impression, Fleet Allrad, ,  , Quarter Media, Retail, Previous Site Activity, 7.31494419294
build0, last_event,  ,  , Display Click, Retail Sales, ,  , AutoScout24 Media, Retail, Previous Site Activity, 176.0
build0, attributed,  ,  , Display Click, Ecosport Sustain, ,  , Light Reaction, Brand, Previous Site Activity, 2.0
build0, last_event,  ,  , Impression, UNKNOWN, ,  , OMS DE, UNKNOWN, Previous Site Activity, 36.0
testd00, last_event,  ,  , Display Click, Kuga Sustain, ,  , G+J Electric Media Sales GmbH, Brand, Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, Retail Marz, ,  , XaxisDE, Retail, Previous Site Activity, 482.082514707
