success type,attribution_method,SearchMatchType,SearchCategory,RecordType,CampaignMap,ActivitySubType,CampaignMapSearch,Site,CampaignType,Channel,contribution
build004, last_event, Broad, Name Plate, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, Kuga Sustain, ,  , pushfire DE Netzwerk, Brand, Previous Site Activity, 17.8591889502
build004, attributed, Exact, Name Plate, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 1.00000590531
testd00, last_event,  ,  , Display Click, Retail Marz, ,  , Light Reaction, Retail, Previous Site Activity, 8.0
build004, last_event,  ,  , Impression, Fleet February, ,  , aumago.com, Retail, Previous Site Activity, 5.0
testd00, last_event,  ,  , Impression, UNKNOWN, ,  , xaxis.com/de, UNKNOWN, Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, Retail January, ,  , XaxisDE, Retail, Previous Site Activity, 5241.72209147
build0, attributed,  ,  , Display Click, Kuga Sustain, ,  , Bauer Media, Brand, Previous Site Activity, 288.698640392
testd00, attributed,  ,  , Impression, Smax, ,  , Interactive Media, Brand, Previous Site Activity, 80.2467254154
build0, last_event,  ,  , Impression, Retail February, ,  , Mobile.de, Retail, Previous Site Activity, 729.0
build0, last_event, Exact, Commerce, Search Click,  , , Other Campaign, DART Search : Google,  , Previous Site Activity, 322.0
testd00, attributed, Broad, Name Plate, Search Click,  , , Ecosport Sustain, DART Search : Google,  , Previous Site Activity, 17.3668091398
build0, attributed,  ,  , Display Click, Fleet February, ,  , Quarter Media, Retail, Previous Site Activity, 3.21619048646
testd00, last_event,  ,  , Display Click, Smax, ,  , XaxisDE, Brand, Previous Site Activity, 23.0
build0, attributed,  ,  , Display Click, Smax, ,  , G+J Electric Media Sales GmbH, Brand, Previous Site Activity, 2.0
testd00, last_event, Broad, Generic, Search Click,  , , Limousine, DART Search : Google,  , Previous Site Activity, 1.0
build004, last_event,  ,  , Display Click, Smax, ,  , undertone.co.uk, Brand, Previous Site Activity, 1.0
euepr528, last_event, Broad, Commerce, Search Click,  , , Ford Rental, DART Search : Google,  , Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, Fleet February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 1038.95689678
build0, last_event, Exact, Name Plate, Search Click,  , , Kuga Sustain, DART Search : Google,  , Previous Site Activity, 16393.0
build0, last_event,  ,  , Impression, Formel 1 2016, ,  , IP Deutschland, Brand, Previous Site Activity, 233.0
testd00, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , aumago.com, Retail, Previous Site Activity, 3.82148272874
build0, attributed,  ,  , Impression, Smax, ,  , Interactive Media, Brand, Previous Site Activity, 8237.18702299
build0, attributed, Broad, Name Plate, Search Click,  , , Ecosport Sustain, DART Search : Google,  , Previous Site Activity, 1073.13380856
build0, last_event,  ,  , Impression, Retail February, ,  , Bauer Media, Retail, Previous Site Activity, 2007.0
build0, attributed, Broad, Generic, Search Click,  , , Fahrzeug, DART Search : Google,  , Previous Site Activity, 15.5001905886
build0, last_event,  ,  , Display Click, Fleet Allrad, ,  , EMC, Retail, Previous Site Activity, 6.0
testd00, last_event,  ,  , Impression, Kuga Sustain, ,  , Mobile.de, Brand, Previous Site Activity, 23.0
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , AutoScout24 Media, UNKNOWN, Previous Site Activity, 1.88100960412
testd00, attributed,  ,  , Display Click, Retail Sales, ,  , Plista, Retail, Previous Site Activity, 6.44188977622
build0, last_event,  ,  , Display Click, UNKNOWN, ,  , autozeitung.de, UNKNOWN, Previous Site Activity, 15.0
testd00, last_event,  ,  , Display Click, Kuga Sustain, ,  , OMS DE, Brand, Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, UNKNOWN, ,  , Mair Dumont, UNKNOWN, Previous Site Activity, 0.333333333333
testd00, attributed,  ,  , Display Click, Retail February, ,  , Bauer Media, Retail, Previous Site Activity, 0.333333333333
testd00, attributed,  ,  , Impression, Retail February, ,  , SevenOne Media, Retail, Previous Site Activity, 30.5855313916
testd00, attributed,  ,  , Impression, Motocraft 2016, ,  , Autoscout24.de, Retail, Previous Site Activity, 7.66822325675
build0, attributed,  ,  , Display Click, Formel 1 2016, ,  , IP Deutschland, Brand, Previous Site Activity, 11.6079280659
testd00, last_event,  ,  , Impression, Retail Marz, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 8.0
build0, last_event,  ,  , Display Click, UNKNOWN, ,  , Autobild.de, UNKNOWN, Previous Site Activity, 18.0
build004, last_event, Exact, Commerce, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 7.0
build004, last_event, Exact, Name Plate, Search Click,  , , Edge, DART Search : Google,  , Previous Site Activity, 20.0
build0, attributed,  ,  , Impression, Smax, ,  , IQ Digital Network, Brand, Previous Site Activity, 697.351622096
build0, attributed, Exact, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 868.853980506
build0, last_event,  ,  , Display Click, Kuga Sustain, ,  , OMS DE, Brand, Previous Site Activity, 131.0
build0, attributed,  ,  , Display Click, Retail February, ,  , Bauer Media, Retail, Previous Site Activity, 55.7588816371
build0, last_event, Broad, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 109.0
testd00, last_event,  ,  , Impression, Kuga Sustain, ,  , Bauer Media, Brand, Previous Site Activity, 7.0
build004, attributed, Exact, Brand, Search Click,  , , Aktionen, DART Search : Google,  , Previous Site Activity, 7.13816214234e-06
build004, attributed, Phrase, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 1.5
euepr528, last_event, Broad, Name Plate, Search Click,  , , Ranger, DART Search : Google,  , Previous Site Activity, 1.0
build0, attributed,  ,  , Display Click, Retail January, ,  , autozeitung.de, Retail, Previous Site Activity, 51.2891368186
testd00, last_event, Broad, Name Plate, Search Click,  , , Ka, DART Search : Google,  , Previous Site Activity, 21.0
build0, last_event,  ,  , Display Click, Fleet February, ,  , IQ Digital Network, Retail, Previous Site Activity, 27.0
testd00, attributed, Exact, Name Plate, Search Click,  , , Ka, DART Search : Google,  , Previous Site Activity, 9.50018037939
build004, last_event,  ,  , Impression, Retail January, ,  , OMS DE, Retail, Previous Site Activity, 1.0
testd00, attributed,  ,  , Display Click, Smax, ,  , Light Reaction, Brand, Previous Site Activity, 44.0233230597
build004, attributed,  ,  , Impression, Motocraft 2016, ,  , Mobile.de, Retail, Previous Site Activity, 4.2917309637
testd00, attributed,  ,  , Impression, Kooperation, ,  , fc-koeln.de, Brand, Previous Site Activity, 0.5
build004, last_event,  ,  , Display Click, Retail February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 2.0
testd00, attributed, Exact, Generic, Search Click,  , , Auto, DART Search : Google,  , Previous Site Activity, 1.21915072779e-05
testd00, last_event,  ,  , Impression, UNKNOWN, ,  , AutoScout24 Media, UNKNOWN, Previous Site Activity, 2.0
build0, last_event, Broad, Name Plate, Search Click,  , , Ka, DART Search : Google,  , Previous Site Activity, 1379.0
build0, last_event, Broad, Generic, Search Click,  , , SUV, DART Search : Google,  , Previous Site Activity, 66.0
build0, attributed, Exact, Generic, Search Click,  , , SUV, DART Search : Google,  , Previous Site Activity, 54.5724300175
build0, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , aumago.com, Retail, Previous Site Activity, 5.0
testd00, last_event,  ,  , Display Click, Retail Sales, ,  , Mobile.de, Retail, Previous Site Activity, 3.0
build004, last_event,  ,  , Impression, UNKNOWN, ,  , Autoscout24.de, UNKNOWN, Previous Site Activity, 2.0
build0, last_event, Broad, Generic, Search Click,  , , Neue, DART Search : Google,  , Previous Site Activity, 103.0
build0, last_event, Broad, Generic, Search Click,  , , Auto, DART Search : Google,  , Previous Site Activity, 92.0
build0, attributed,  ,  , Impression, Kooperation, ,  , fc-koeln.de, Brand, Previous Site Activity, 20.5316417315
build0, attributed, Exact, Generic, Search Click,  , , Auto, DART Search : Google,  , Previous Site Activity, 142.94877018
build0, attributed, Exact, Generic, Search Click,  , , Neue, DART Search : Google,  , Previous Site Activity, 83.6913295016
build004, attributed, Broad, Generic, Search Click,  , , Wagen, DART Search : Google,  , Previous Site Activity, 6.91363807392e-06
testd00, attributed, Exact, Commercial Vehicles, Search Click,  , , Courier, DART Search : Google,  , Previous Site Activity, 2.25002030098
build004, last_event, Exact, Brand, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 2.0
build0, last_event,  ,  , Display Click, Retail February, ,  , SevenOne Media, Retail, Previous Site Activity, 92.0
testd00, last_event,  ,  , Impression, Retail January, ,  , autozeitung.de, Retail, Previous Site Activity, 31.0
testd00, last_event, Broad, Name Plate, Search Click,  , , Bmax, DART Search : Google,  , Previous Site Activity, 11.0
build004, last_event, Broad, Brand, Search Click,  , , Handler, DART Search : Google,  , Previous Site Activity, 1.0
testd00, attributed,  ,  , Impression, Smax, ,  , Axel Springer Media Impact, Brand, Previous Site Activity, 31.2749346027
build004, attributed,  ,  , Impression, Retail January, ,  , Autoscout24.de, Retail, Previous Site Activity, 73.4867926192
build0, attributed, Exact, Commercial Vehicles, Search Click,  , , Courier, DART Search : Google,  , Previous Site Activity, 31.5501975015
build0, attributed, Broad, Commerce, Search Click,  , , Ford Credit, DART Search : Google,  , Previous Site Activity, 165.3426905
build0, last_event,  ,  , Impression, Smax, ,  , Xaxis Mobile TV, Brand, Previous Site Activity, 52.0
testd00, last_event, Exact, Name Plate, Search Click,  , , Ecosport Sustain, DART Search : Google,  , Previous Site Activity, 71.0
testd00, last_event,  ,  , Impression, Retail January, ,  , Autobild.de, Retail, Previous Site Activity, 17.0
build0, last_event, Broad, Commercial Vehicles, Search Click,  , , Courier, DART Search : Google,  , Previous Site Activity, 17.0
build004, attributed,  ,  , Impression, Fleet Allrad, ,  , EMC, Retail, Previous Site Activity, 0.906470066534
testd00, attributed, Phrase, Name Plate, Search Click,  , , Fiesta Retail, DART Search : Google,  , Previous Site Activity, 4.00001939951
testd00, attributed,  ,  , Impression, Fleet February, ,  , EMC, Retail, Previous Site Activity, 1.0956635091
testd00, attributed,  ,  , Display Click, Smax, ,  , Xaxis Mobile TV, Brand, Previous Site Activity, 4.0
build0, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , G+J Electric Media Sales GmbH, Retail, Previous Site Activity, 196.000362956
testd00, attributed,  ,  , Impression, Retail Marz, ,  , Mobile.de, Retail, Previous Site Activity, 8.43735314966
build004, attributed,  ,  , Impression, UNKNOWN, ,  , Autobild.de, UNKNOWN, Previous Site Activity, 1.0
build004, last_event,  ,  , Display Click, Fleet Allrad, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 1.0
build004, attributed,  ,  , Display Click, Retail February, ,  , united internet media, Retail, Previous Site Activity, 0.5
build0, attributed,  ,  , Impression, Smax, ,  , Axel Springer Media Impact, Brand, Previous Site Activity, 3486.9573492
build0, attributed,  ,  , Impression, Fleet February, ,  , EMC, Retail, Previous Site Activity, 80.2232195919
build0, last_event,  ,  , Display Click, Retail January, ,  , XaxisDE, Retail, Previous Site Activity, 184.0
build0, last_event, Exact, Generic, Search Click,  , , Fahrzeug, DART Search : Google,  , Previous Site Activity, 7.0
testd00, last_event,  ,  , Display Click, Smax, ,  , Interactive Media, Brand, Previous Site Activity, 18.0
build004, attributed,  ,  , Display Click, Fleet February, ,  , Quarter Media, Retail, Previous Site Activity, 0.0313041011184
build004, attributed,  ,  , Display Click, Kuga Sustain, ,  , Media Impact DE, Brand, Previous Site Activity, 0.500020781185
build0, attributed,  ,  , Impression, Retail Marz, ,  , Mobile.de, Retail, Previous Site Activity, 872.981872393
build004, last_event,  ,  , Display Click, Retail Marz, ,  , Light Reaction, Retail, Previous Site Activity, 4.0
testd00, last_event, Broad, FCSD, Search Click,  , , Motocraft, DART Search : Google,  , Previous Site Activity, 7.0
build0, attributed,  ,  , Display Click, Retail Marz, ,  , OMS DE, Retail, Previous Site Activity, 18.2244009418
build0, last_event,  ,  , Impression, UNKNOWN, ,  , iq digital media marketing gmbh, UNKNOWN, Previous Site Activity, 20.0
testd00, attributed, Exact, FCSD, Search Click,  , , Motocraft, DART Search : Google,  , Previous Site Activity, 4.50006004147
build0, last_event,  ,  , Display Click, Fleet February, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 12.0
build004, attributed,  ,  , Impression, Fleet February, ,  , IQ Digital Network, Retail, Previous Site Activity, 2.3334893299
testd00, attributed,  ,  , Display Click, Smax, ,  , Quisma, Brand, Previous Site Activity, 11.0
build004, last_event,  ,  , Impression, Kuga Sustain, ,  , united internet media, Brand, Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, Kuga Sustain, ,  , plista.de, Brand, Previous Site Activity, 956.987752059
build0, attributed, Exact, Commerce, Search Click,  , , Ford Rental, DART Search : Google,  , Previous Site Activity, 4.04774535621
build0, last_event,  ,  , Impression, UNKNOWN, ,  , autoplenum.de, UNKNOWN, Previous Site Activity, 34.0
build0, attributed,  ,  , Display Click, Retail Marz, ,  , SevenOne Media GmbH, Retail, Previous Site Activity, 35.7965270708
build004, attributed,  ,  , Display Click, Retail February, ,  , Mobile.de, Retail, Previous Site Activity, 0.568005406726
build0, last_event, Broad, Commerce, Search Click,  , , Ford Rental, DART Search : Google,  , Previous Site Activity, 29.0
build004, last_event,  ,  , Display Click, Smax, ,  , XaxisDE, Brand, Previous Site Activity, 11.0
build004, attributed, UNKNOWN, UNKNOWN, Search Click,  , , UNKNOWN, DART Search : MSN,  , Previous Site Activity, 65.3255952898
build0, last_event,  ,  , Impression, UNKNOWN, ,  , mirando.de, UNKNOWN, Previous Site Activity, 22.0
build0, attributed,  ,  , Impression, Retail Marz, ,  , Bauer Media, Retail, Previous Site Activity, 2112.92085702
build004, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , aumago.com, Retail, Previous Site Activity, 1.0
build0, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , AutoScout24 Media, Retail, Previous Site Activity, 1467.0
build0, last_event,  ,  , Display Click, Smax, ,  , IQ Digital Network, Brand, Previous Site Activity, 301.0
build0, attributed, Exact, Generic, Search Click,  , , MicroVan, DART Search : Google,  , Previous Site Activity, 3.00557216033
build004, attributed,  ,  , Display Click, Retail Sales, ,  , Plista, Retail, Previous Site Activity, 7.06395923784
testd00, attributed, Broad, Generic, Search Click,  , , Offroader, DART Search : Google,  , Previous Site Activity, 1.0
build004, last_event,  ,  , Impression, Kuga Sustain, ,  , Mobile.de, Brand, Previous Site Activity, 4.0
testd00, attributed,  ,  , Display Click, Retail January, ,  , Light Reaction, Retail, Previous Site Activity, 10.0059526141
testd00, attributed,  ,  , Display Click, Gewerbewochen Marz, ,  , AutoScout24 Media, Retail, Previous Site Activity, 0.5
build0, last_event, Broad, Generic, Search Click,  , , MicroVan, DART Search : Google,  , Previous Site Activity, 2.0
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , XaxisDE, Brand, Previous Site Activity, 3037.0
build0, attributed,  ,  , Impression, UNKNOWN, ,  , Xaxis Display, UNKNOWN, Previous Site Activity, 15.4915088762
build004, attributed,  ,  , Impression, Retail February, ,  , SevenOne Media, Retail, Previous Site Activity, 33.976568291
testd00, attributed,  ,  , Display Click, Kuga Sustain, ,  , XaxisDE, Brand, Previous Site Activity, 10.9185356249
build004, last_event,  ,  , Impression, Retail Marz, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 10.0
build004, attributed,  ,  , Impression, Motocraft 2016, ,  , Autoscout24.de, Retail, Previous Site Activity, 3.6156095433
build004, last_event,  ,  , Display Click, Kuga Sustain, ,  , SevenOne Media GmbH, Brand, Previous Site Activity, 1.0
build0, last_event, Exact, Generic, Search Click,  , , Combis, DART Search : Google,  , Previous Site Activity, 2.0
build0, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , blogformgroup.com, Retail, Previous Site Activity, 131.488445933
build0, attributed, Exact, Name Plate, Search Click,  , , Ranger, DART Search : Google,  , Previous Site Activity, 944.953713357
build0, last_event, Broad, Name Plate, Search Click,  , , Ranger, DART Search : Google,  , Previous Site Activity, 237.0
build004, last_event,  ,  , Impression, Kuga Sustain, ,  , Bauer Media, Brand, Previous Site Activity, 4.0
testd00, last_event,  ,  , Impression, Retail Marz, ,  , SevenOne Media GmbH, Retail, Previous Site Activity, 30.0
build0, attributed, Broad, Commercial Vehicles, Search Click,  , , Transit, DART Search : Google,  , Previous Site Activity, 53.9090836591
testd00, attributed,  ,  , Impression, Retail Sales, ,  , AutoScout24 Media, Retail, Previous Site Activity, 11.1873985116
testd00, last_event,  ,  , Impression, Retail February, ,  , XaxisDE, Retail, Previous Site Activity, 11.0
build0, last_event,  ,  , Impression, UNKNOWN, ,  , Business Advertising GmbH, UNKNOWN, Previous Site Activity, 18.0
build004, attributed, Exact, Name Plate, Search Click,  , , Ka, DART Search : Google,  , Previous Site Activity, 7.00006098325
build0, attributed, Exact, Name Plate, Search Click,  , , Mustang, DART Search : Google,  , Previous Site Activity, 11126.3200802
build0, last_event, Exact, Commerce, Search Click,  , , Ford Credit, DART Search : Google,  , Previous Site Activity, 986.0
build0, last_event, Broad, Name Plate, Search Click,  , , Mustang, DART Search : Google,  , Previous Site Activity, 2279.0
build004, attributed,  ,  , Display Click, Smax, ,  , Light Reaction, Brand, Previous Site Activity, 22.4077658995
testd00, attributed, Exact, Name Plate, Search Click,  , , Galaxy Launch, DART Search : Google,  , Previous Site Activity, 15.2501495206
testd00, attributed, Exact, Name Plate, Search Click,  , , Smax, DART Search : Google,  , Previous Site Activity, 54.0003936721
testd00, last_event,  ,  , Impression, Retail January, ,  , auto-motor-und-sport.de, Retail, Previous Site Activity, 20.0
build0, last_event,  ,  , Display Click, Mondeo Vignale 2016, ,  , Interactive Media, Brand, Previous Site Activity, 1.0
build004, last_event,  ,  , Display Click, Retail February, ,  , OMS DE, Retail, Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, Retail Sales, ,  , AutoScout24 Media, Retail, Previous Site Activity, 1115.45521807
build004, last_event,  ,  , Display Click, Retail Sales, ,  , Mobile.de, Retail, Previous Site Activity, 16.0
build0, attributed, Exact, Name Plate, Search Click,  , , Galaxy Launch, DART Search : Google,  , Previous Site Activity, 2007.42056193
build0, attributed, Exact, Name Plate, Search Click,  , , Smax, DART Search : Google,  , Previous Site Activity, 4760.45594789
build0, last_event, Broad, Name Plate, Search Click,  , , Galaxy Launch, DART Search : Google,  , Previous Site Activity, 545.0
build0, last_event, Broad, Name Plate, Search Click,  , , Smax, DART Search : Google,  , Previous Site Activity, 1744.0
build0, last_event,  ,  , Display Click, Retail Sales, ,  , XaxisDE, Retail, Previous Site Activity, 588.0
build0, attributed,  ,  , Display Click, Kuga Sustain, ,  , AutoScout24 Media, Brand, Previous Site Activity, 140.297157002
testd00, attributed, Exact, Brand, Search Click,  , , Kategorien, DART Search : Google,  , Previous Site Activity, 23.6670588951
testd00, attributed,  ,  , Impression, Retail Marz, ,  , Autoscout24.de, Retail, Previous Site Activity, 49.4441251305
testd00, last_event,  ,  , Display Click, Smax, ,  , Axel Springer Media Impact, Brand, Previous Site Activity, 2.0
testd00, attributed, Exact, Brand, Search Click,  , , Ford Technology, DART Search : Google,  , Previous Site Activity, 3.14285714286
testd00, last_event, Broad, Brand, Search Click,  , , Kategorien, DART Search : Google,  , Previous Site Activity, 7.0
build0, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , Light Reaction, Retail, Previous Site Activity, 550.0
build0, attributed,  ,  , Display Click, Kuga Sustain, ,  , Interactive Media, Brand, Previous Site Activity, 4885.69898322
testd00, attributed,  ,  , Impression, Retail January, ,  , motor-talk.de, Retail, Previous Site Activity, 54.4322684151
build004, attributed, Exact, Name Plate, Search Click,  , , Bmax, DART Search : Google,  , Previous Site Activity, 12.4502396323
build004, last_event,  ,  , Impression, Retail January, ,  , autozeitung.de, Retail, Previous Site Activity, 23.0
build0, last_event,  ,  , Impression, Pendolaris, ,  , pendolaris.de, Brand, Previous Site Activity, 13.0
testd00, attributed,  ,  , Display Click, Motocraft 2016, ,  , Light Reaction, Retail, Previous Site Activity, 1.21429771785
build004, last_event, Broad, Name Plate, Search Click,  , , Bmax, DART Search : Google,  , Previous Site Activity, 1.0
testd00, last_event,  ,  , Display Click, Retail Marz, ,  , Mobile.de, Retail, Previous Site Activity, 2.0
build0, attributed,  ,  , Impression, Retail Marz, ,  , Autoscout24.de, Retail, Previous Site Activity, 2263.71641281
build0, last_event,  ,  , Impression, Retail February, ,  , AutoScout24 Media, Retail, Previous Site Activity, 2319.0
build0, last_event, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, 32098.0
build0, attributed, Exact, Brand, Search Click,  , , Ford Technology, DART Search : Google,  , Previous Site Activity, 124.675178421
build004, attributed, Phrase, Name Plate, Search Click,  , , Fiesta Retail, DART Search : Google,  , Previous Site Activity, 1.0
build0, last_event, Broad, Brand, Search Click,  , , Ford Technology, DART Search : Google,  , Previous Site Activity, 153.0
build004, last_event, Exact, Name Plate, Search Click,  , , Ecosport Sustain, DART Search : Google,  , Previous Site Activity, 29.0
build004, last_event,  ,  , Impression, Retail January, ,  , Autobild.de, Retail, Previous Site Activity, 13.0
testd00, last_event,  ,  , Display Click, Kuga Sustain, ,  , plista.de, Brand, Previous Site Activity, 4.0
testd00, attributed,  ,  , Display Click, Retail February, ,  , AutoScout24 Media, Retail, Previous Site Activity, 0.1
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , EMC, UNKNOWN, Previous Site Activity, 0.588759288077
build0, attributed,  ,  , Impression, Smax, ,  , Plista, Brand, Previous Site Activity, 3890.25707311
testd00, attributed,  ,  , Impression, UNKNOWN, ,  , Mobile.de, UNKNOWN, Previous Site Activity, 2.6250982752
testd00, last_event,  ,  , Impression, Smax, ,  , united internet media, Brand, Previous Site Activity, 11.0
testd00, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , IQ Digital Network, Retail, Previous Site Activity, 1.0
build0, last_event,  ,  , Display Click, Kuga Sustain, ,  , plista.de, Brand, Previous Site Activity, 263.0
build0, last_event,  ,  , Display Click, Retail January, ,  , IQ Digital Network, Retail, Previous Site Activity, 113.0
testd00, attributed,  ,  , Display Click, Retail Sales, ,  , Light Reaction, Retail, Previous Site Activity, 15.6336491412
testd00, attributed, Broad, Commerce, Search Click,  , , Fleet Lease, DART Search : Google,  , Previous Site Activity, 14.4167442348
build004, last_event,  ,  , Display Click, Smax, ,  , Interactive Media, Brand, Previous Site Activity, 9.0
build004, attributed,  ,  , Display Click, Retail January, ,  , Autobild.de, Retail, Previous Site Activity, 0.5
build0, attributed,  ,  , Impression, Fleet Allrad, ,  , Quarter Media, Retail, Previous Site Activity, 1229.23698774
testd00, attributed, Broad, Brand, Search Click,  , , Alone, DART Search : Google,  , Previous Site Activity, 57.0433433983
build0, last_event,  ,  , Impression, Smax, ,  , united internet media, Brand, Previous Site Activity, 919.0
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , OMS DE, UNKNOWN, Previous Site Activity, 16.7258370536
build0, last_event,  ,  , Display Click, Kuga Sustain, ,  , G+J Electric Media Sales GmbH, Brand, Previous Site Activity, 14.0
testd00, last_event,  ,  , Impression, Kuga Sustain, ,  , Interactive Media, Brand, Previous Site Activity, 18.0
testd00, last_event,  ,  , Display Click, Retail January, ,  , autoplenum.de, Retail, Previous Site Activity, 3.0
testd00, attributed,  ,  , Display Click, Smax, ,  , united internet media, Brand, Previous Site Activity, 8.46017059096
build004, last_event, Broad, FCSD, Search Click,  , , Motocraft, DART Search : Google,  , Previous Site Activity, 3.0
testd00, attributed,  ,  , Impression, UNKNOWN, ,  , Bauer Media, UNKNOWN, Previous Site Activity, 0.205746391383
